case_id,case_title,investigation_type,status,opened_at,description,data_origin,source_dataset,source_record_reference,Synthetic_Flag,Source_Dataset,Generation_Batch_ID,Confidence_Level,Provenance_Mode,Audit_Reference
CASE-00473,Synthetic investigation 0473,cyber,open,2024-04-26T10:58:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0473,Medium,synthetic-design,AUDIT-cases-CASE-00473
CASE-00474,Synthetic investigation 0474,physical,review,2025-06-21T03:58:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0474,Medium,synthetic-design,AUDIT-cases-CASE-00474
CASE-00475,Synthetic investigation 0475,mixed,review,2025-03-21T02:25:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0475,Medium,synthetic-design,AUDIT-cases-CASE-00475
CASE-00476,Synthetic investigation 0476,financial,closed,2025-03-14T12:48:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0476,Medium,synthetic-design,AUDIT-cases-CASE-00476
CASE-00477,Synthetic investigation 0477,communication,review,2025-05-06T17:51:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0477,Medium,synthetic-design,AUDIT-cases-CASE-00477
CASE-00478,Synthetic investigation 0478,cyber,open,2024-02-18T03:57:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0478,Medium,synthetic-design,AUDIT-cases-CASE-00478
CASE-00479,Synthetic investigation 0479,physical,closed,2024-03-24T00:03:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0479,Medium,synthetic-design,AUDIT-cases-CASE-00479
CASE-00480,Synthetic investigation 0480,mixed,open,2024-12-15T11:18:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0480,Medium,synthetic-design,AUDIT-cases-CASE-00480
CASE-00481,Synthetic investigation 0481,financial,review,2025-03-26T04:19:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0481,Medium,synthetic-design,AUDIT-cases-CASE-00481
CASE-00482,Synthetic investigation 0482,communication,review,2024-12-15T10:49:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0482,Medium,synthetic-design,AUDIT-cases-CASE-00482
CASE-00483,Synthetic investigation 0483,cyber,closed,2024-12-19T20:18:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0483,Medium,synthetic-design,AUDIT-cases-CASE-00483
CASE-00484,Synthetic investigation 0484,physical,closed,2025-02-12T01:28:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0484,Medium,synthetic-design,AUDIT-cases-CASE-00484
CASE-00485,Synthetic investigation 0485,mixed,closed,2024-07-10T19:55:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0485,Medium,synthetic-design,AUDIT-cases-CASE-00485
CASE-00486,Synthetic investigation 0486,financial,review,2024-09-01T17:02:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0486,Medium,synthetic-design,AUDIT-cases-CASE-00486
CASE-00487,Synthetic investigation 0487,communication,open,2024-05-30T07:26:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0487,Medium,synthetic-design,AUDIT-cases-CASE-00487
CASE-00488,Synthetic investigation 0488,cyber,review,2024-05-06T11:13:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0488,Medium,synthetic-design,AUDIT-cases-CASE-00488
CASE-00489,Synthetic investigation 0489,physical,review,2024-02-23T11:00:33,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0489,Medium,synthetic-design,AUDIT-cases-CASE-00489
CASE-00490,Synthetic investigation 0490,mixed,review,2024-09-12T13:34:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0490,Medium,synthetic-design,AUDIT-cases-CASE-00490
CASE-00491,Synthetic investigation 0491,financial,closed,2024-02-18T23:01:15,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0491,Medium,synthetic-design,AUDIT-cases-CASE-00491
CASE-00492,Synthetic investigation 0492,communication,review,2024-08-18T10:38:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0492,Medium,synthetic-design,AUDIT-cases-CASE-00492
CASE-00493,Synthetic investigation 0493,cyber,closed,2025-02-01T20:27:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0493,Medium,synthetic-design,AUDIT-cases-CASE-00493
CASE-00494,Synthetic investigation 0494,physical,review,2024-12-04T18:46:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0494,Medium,synthetic-design,AUDIT-cases-CASE-00494
CASE-00495,Synthetic investigation 0495,mixed,closed,2025-01-02T07:17:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0495,Medium,synthetic-design,AUDIT-cases-CASE-00495
CASE-00496,Synthetic investigation 0496,financial,closed,2024-01-07T09:50:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0496,Medium,synthetic-design,AUDIT-cases-CASE-00496
CASE-00497,Synthetic investigation 0497,communication,closed,2024-09-25T14:13:09,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0497,Medium,synthetic-design,AUDIT-cases-CASE-00497
CASE-00498,Synthetic investigation 0498,cyber,review,2024-12-22T19:11:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0498,Medium,synthetic-design,AUDIT-cases-CASE-00498
CASE-00499,Synthetic investigation 0499,physical,open,2024-04-15T20:38:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0499,Medium,synthetic-design,AUDIT-cases-CASE-00499
CASE-00500,Synthetic investigation 0500,mixed,review,2025-04-10T16:02:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0500,Medium,synthetic-design,AUDIT-cases-CASE-00500
CASE-00501,Synthetic investigation 0501,financial,review,2024-11-22T21:27:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0501,Medium,synthetic-design,AUDIT-cases-CASE-00501
CASE-00502,Synthetic investigation 0502,communication,open,2025-04-24T01:44:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0502,Medium,synthetic-design,AUDIT-cases-CASE-00502
CASE-00503,Synthetic investigation 0503,cyber,closed,2024-05-14T07:04:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0503,Medium,synthetic-design,AUDIT-cases-CASE-00503
CASE-00504,Synthetic investigation 0504,physical,review,2025-04-04T21:05:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0504,Medium,synthetic-design,AUDIT-cases-CASE-00504
CASE-00505,Synthetic investigation 0505,mixed,open,2025-05-30T14:32:56,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0505,Medium,synthetic-design,AUDIT-cases-CASE-00505
CASE-00506,Synthetic investigation 0506,financial,review,2025-04-03T09:29:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0506,Medium,synthetic-design,AUDIT-cases-CASE-00506
CASE-00507,Synthetic investigation 0507,communication,closed,2025-05-18T19:43:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0507,Medium,synthetic-design,AUDIT-cases-CASE-00507
CASE-00508,Synthetic investigation 0508,cyber,open,2025-05-27T01:34:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0508,Medium,synthetic-design,AUDIT-cases-CASE-00508
CASE-00509,Synthetic investigation 0509,physical,open,2025-06-01T12:43:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0509,Medium,synthetic-design,AUDIT-cases-CASE-00509
CASE-00510,Synthetic investigation 0510,mixed,closed,2024-02-27T05:50:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0510,Medium,synthetic-design,AUDIT-cases-CASE-00510
CASE-00511,Synthetic investigation 0511,financial,closed,2024-04-30T21:38:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0511,Medium,synthetic-design,AUDIT-cases-CASE-00511
CASE-00512,Synthetic investigation 0512,communication,closed,2024-02-09T23:19:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0512,Medium,synthetic-design,AUDIT-cases-CASE-00512
CASE-00513,Synthetic investigation 0513,cyber,review,2024-01-09T07:24:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0513,Medium,synthetic-design,AUDIT-cases-CASE-00513
CASE-00514,Synthetic investigation 0514,physical,closed,2024-08-13T19:39:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0514,Medium,synthetic-design,AUDIT-cases-CASE-00514
CASE-00515,Synthetic investigation 0515,mixed,review,2024-06-21T20:57:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0515,Medium,synthetic-design,AUDIT-cases-CASE-00515
CASE-00516,Synthetic investigation 0516,financial,closed,2025-07-18T19:43:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0516,Medium,synthetic-design,AUDIT-cases-CASE-00516
CASE-00517,Synthetic investigation 0517,communication,review,2024-07-07T12:11:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0517,Medium,synthetic-design,AUDIT-cases-CASE-00517
CASE-00518,Synthetic investigation 0518,cyber,review,2025-03-11T13:48:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0518,Medium,synthetic-design,AUDIT-cases-CASE-00518
CASE-00519,Synthetic investigation 0519,physical,closed,2025-05-13T23:28:14,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0519,Medium,synthetic-design,AUDIT-cases-CASE-00519
CASE-00520,Synthetic investigation 0520,mixed,open,2025-06-12T13:13:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0520,Medium,synthetic-design,AUDIT-cases-CASE-00520
CASE-00521,Synthetic investigation 0521,financial,review,2024-01-07T16:44:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0521,Medium,synthetic-design,AUDIT-cases-CASE-00521
CASE-00522,Synthetic investigation 0522,communication,review,2025-03-11T13:16:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0522,Medium,synthetic-design,AUDIT-cases-CASE-00522
CASE-00523,Synthetic investigation 0523,cyber,open,2024-02-01T01:00:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0523,Medium,synthetic-design,AUDIT-cases-CASE-00523
CASE-00524,Synthetic investigation 0524,physical,open,2025-01-25T14:41:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0524,Medium,synthetic-design,AUDIT-cases-CASE-00524
CASE-00525,Synthetic investigation 0525,mixed,review,2024-04-25T07:08:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0525,Medium,synthetic-design,AUDIT-cases-CASE-00525
CASE-00526,Synthetic investigation 0526,financial,closed,2025-04-04T12:07:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0526,Medium,synthetic-design,AUDIT-cases-CASE-00526
CASE-00527,Synthetic investigation 0527,communication,review,2024-10-11T03:57:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0527,Medium,synthetic-design,AUDIT-cases-CASE-00527
CASE-00528,Synthetic investigation 0528,cyber,closed,2024-10-01T19:39:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0528,Medium,synthetic-design,AUDIT-cases-CASE-00528
CASE-00529,Synthetic investigation 0529,physical,open,2024-10-29T03:08:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0529,Medium,synthetic-design,AUDIT-cases-CASE-00529
CASE-00530,Synthetic investigation 0530,mixed,review,2025-07-25T04:38:56,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0530,Medium,synthetic-design,AUDIT-cases-CASE-00530
CASE-00531,Synthetic investigation 0531,financial,review,2024-07-27T10:31:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0531,Medium,synthetic-design,AUDIT-cases-CASE-00531
CASE-00532,Synthetic investigation 0532,communication,closed,2024-08-23T07:41:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0532,Medium,synthetic-design,AUDIT-cases-CASE-00532
CASE-00533,Synthetic investigation 0533,cyber,closed,2024-03-29T10:06:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0533,Medium,synthetic-design,AUDIT-cases-CASE-00533
CASE-00534,Synthetic investigation 0534,physical,review,2024-12-25T16:32:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0534,Medium,synthetic-design,AUDIT-cases-CASE-00534
CASE-00535,Synthetic investigation 0535,mixed,open,2025-01-31T21:20:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0535,Medium,synthetic-design,AUDIT-cases-CASE-00535
CASE-00536,Synthetic investigation 0536,financial,open,2025-01-24T02:55:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0536,Medium,synthetic-design,AUDIT-cases-CASE-00536
CASE-00537,Synthetic investigation 0537,communication,closed,2025-05-05T13:47:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0537,Medium,synthetic-design,AUDIT-cases-CASE-00537
CASE-00538,Synthetic investigation 0538,cyber,review,2025-03-22T10:28:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0538,Medium,synthetic-design,AUDIT-cases-CASE-00538
CASE-00539,Synthetic investigation 0539,physical,review,2024-09-07T03:15:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0539,Medium,synthetic-design,AUDIT-cases-CASE-00539
CASE-00540,Synthetic investigation 0540,mixed,closed,2024-04-03T15:59:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0540,Medium,synthetic-design,AUDIT-cases-CASE-00540
CASE-00541,Synthetic investigation 0541,financial,closed,2025-04-01T11:26:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0541,Medium,synthetic-design,AUDIT-cases-CASE-00541
CASE-00542,Synthetic investigation 0542,communication,review,2025-02-17T21:47:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0542,Medium,synthetic-design,AUDIT-cases-CASE-00542
CASE-00543,Synthetic investigation 0543,cyber,open,2024-01-19T00:12:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0543,Medium,synthetic-design,AUDIT-cases-CASE-00543
CASE-00544,Synthetic investigation 0544,physical,open,2025-08-02T05:06:30,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0544,Medium,synthetic-design,AUDIT-cases-CASE-00544
CASE-00545,Synthetic investigation 0545,mixed,review,2025-02-08T17:50:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0545,Medium,synthetic-design,AUDIT-cases-CASE-00545
CASE-00546,Synthetic investigation 0546,financial,review,2024-11-30T20:44:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0546,Medium,synthetic-design,AUDIT-cases-CASE-00546
CASE-00547,Synthetic investigation 0547,communication,closed,2024-11-25T21:11:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0547,Medium,synthetic-design,AUDIT-cases-CASE-00547
CASE-00548,Synthetic investigation 0548,cyber,closed,2024-12-31T15:33:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0548,Medium,synthetic-design,AUDIT-cases-CASE-00548
CASE-00549,Synthetic investigation 0549,physical,review,2025-06-08T15:29:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0549,Medium,synthetic-design,AUDIT-cases-CASE-00549
CASE-00550,Synthetic investigation 0550,mixed,review,2024-07-18T00:12:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0550,Medium,synthetic-design,AUDIT-cases-CASE-00550
CASE-00551,Synthetic investigation 0551,financial,closed,2024-02-03T13:04:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0551,Medium,synthetic-design,AUDIT-cases-CASE-00551
CASE-00552,Synthetic investigation 0552,communication,closed,2024-06-17T07:12:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0552,Medium,synthetic-design,AUDIT-cases-CASE-00552
CASE-00553,Synthetic investigation 0553,cyber,review,2025-04-22T01:44:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0553,Medium,synthetic-design,AUDIT-cases-CASE-00553
CASE-00554,Synthetic investigation 0554,physical,open,2024-08-02T12:13:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0554,Medium,synthetic-design,AUDIT-cases-CASE-00554
CASE-00555,Synthetic investigation 0555,mixed,closed,2024-06-05T07:50:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0555,Medium,synthetic-design,AUDIT-cases-CASE-00555
CASE-00556,Synthetic investigation 0556,financial,review,2025-01-05T07:12:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0556,Medium,synthetic-design,AUDIT-cases-CASE-00556
CASE-00557,Synthetic investigation 0557,communication,open,2025-06-12T08:27:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0557,Medium,synthetic-design,AUDIT-cases-CASE-00557
